img,ism,fdr
bruce_metacloak_pdmpure,0.6077,0.7500
bruce_mist,0.7186,0.7500
bruce_mist_adavoc,0.3985,0.7500
bruce_mist_ape,0.6369,0.7500
bruce_mist_bf,0.7261,0.7500
bruce_mist_bf_gn,0.6980,0.7500
bruce_mist_diffpure,0.2042,0.7500
bruce_mist_gn,0.6815,0.7500
bruce_mist_gn_bf,0.7232,0.7500
bruce_mist_pdmpure,0.6233,0.7500
bruce_glaze,0.7444,0.7500
bruce_glaze_adavoc,0.4270,1.0000
bruce_glaze_ape,0.6104,0.7500
bruce_glaze_bf,0.7326,0.7500
bruce_glaze_bf_gn,0.7301,0.7500
bruce_glaze_diffpure,0.2300,0.7500
bruce_glaze_gn,0.7473,0.7500
bruce_glaze_gn_bf,0.7356,0.7500
bruce_glaze_pdmpure,0.6237,0.7500
cristiano,0.6562,0.7500
cristiano_aspl,0.6447,0.7500
cristiano_aspl_adavoc,0.5058,1.0000
cristiano_aspl_ape,0.6082,1.0000
cristiano_aspl_bf,0.6632,0.7500
cristiano_aspl_bf_gn,0.6049,1.0000
cristiano_aspl_diffpure,0.2215,0.5000
cristiano_aspl_gn,0.6070,1.0000
cristiano_aspl_gn_bf,0.6540,0.7500
cristiano_aspl_pdmpure,0.5549,0.7500
cristiano_metacloak,0.6481,0.7500
cristiano_metacloak_adavoc,0.4137,0.7500
cristiano_metacloak_ape,0.5284,0.7500
cristiano_metacloak_bf,0.6305,0.7500
cristiano_metacloak_bf_gn,0.6185,1.0000
cristiano_metacloak_diffpure,0.2485,0.5000
cristiano_metacloak_gn,0.6170,1.0000
cristiano_metacloak_gn_bf,0.6085,0.7500
cristiano_metacloak_pdmpure,0.5562,0.7500
cristiano_mist,0.6624,1.0000
cristiano_mist_adavoc,0.4478,1.0000
cristiano_mist_ape,0.5882,1.0000
cristiano_mist_bf,0.6590,1.0000
cristiano_mist_bf_gn,0.6434,1.0000
cristiano_mist_diffpure,0.2254,0.5000
cristiano_mist_gn,0.6024,1.0000
cristiano_mist_gn_bf,0.6294,1.0000
cristiano_mist_pdmpure,0.5599,0.7500
cristiano_glaze,0.6612,0.7500
cristiano_glaze_adavoc,0.4825,1.0000
cristiano_glaze_ape,0.5926,1.0000
cristiano_glaze_bf,0.6724,0.7500
cristiano_glaze_bf_gn,0.6447,1.0000
cristiano_glaze_diffpure,0.2586,0.5000
cristiano_glaze_gn,0.6293,1.0000
cristiano_glaze_gn_bf,0.6670,0.7500
cristiano_glaze_pdmpure,0.5567,0.7500
ellen,0.8215,1.0000
ellen_aspl,0.8072,1.0000
ellen_aspl_adavoc,0.6735,1.0000
ellen_aspl_ape,0.7337,1.0000
ellen_aspl_bf,0.8064,1.0000
ellen_aspl_bf_gn,0.7801,1.0000
ellen_aspl_diffpure,0.1366,1.0000
ellen_aspl_gn,0.7884,1.0000
ellen_aspl_gn_bf,0.8068,1.0000
ellen_aspl_pdmpure,0.7034,1.0000
ellen_metacloak,0.7798,1.0000
ellen_metacloak_adavoc,0.6220,1.0000
ellen_metacloak_ape,0.5661,1.0000
ellen_metacloak_bf,0.7965,1.0000
ellen_metacloak_bf_gn,0.7616,1.0000
ellen_metacloak_diffpure,0.0972,1.0000
ellen_metacloak_gn,0.7607,1.0000
ellen_metacloak_gn_bf,0.7690,1.0000
ellen_metacloak_pdmpure,0.6996,1.0000
ellen_mist,0.7752,1.0000
ellen_mist_adavoc,0.6642,1.0000
ellen_mist_ape,0.6827,1.0000
ellen_mist_bf,0.8047,1.0000
ellen_mist_bf_gn,0.7521,1.0000
ellen_mist_diffpure,0.1115,1.0000
ellen_mist_gn,0.7654,1.0000
ellen_mist_gn_bf,0.7942,1.0000
ellen_mist_pdmpure,0.6981,1.0000
ellen_glaze,0.8221,1.0000
ellen_glaze_adavoc,0.6855,1.0000
ellen_glaze_ape,0.7314,1.0000
ellen_glaze_bf,0.8145,1.0000
ellen_glaze_bf_gn,0.8129,1.0000
ellen_glaze_diffpure,0.1122,1.0000
ellen_glaze_gn,0.7933,1.0000
ellen_glaze_gn_bf,0.8137,1.0000
ellen_glaze_pdmpure,0.7022,1.0000
emma,0.7495,1.0000
emma_aspl,0.7015,1.0000
emma_aspl_adavoc,0.5380,1.0000
emma_aspl_ape,0.6112,1.0000
emma_aspl_bf,0.7131,1.0000
emma_aspl_bf_gn,0.6695,1.0000
emma_aspl_diffpure,0.2013,1.0000
emma_aspl_gn,0.6618,1.0000
emma_aspl_gn_bf,0.6940,1.0000
emma_aspl_pdmpure,0.6720,1.0000
emma_metacloak,0.6224,1.0000
emma_metacloak_adavoc,0.5218,0.7500
emma_metacloak_ape,0.5058,0.5000
emma_metacloak_bf,0.6344,1.0000
emma_metacloak_bf_gn,0.6176,1.0000
emma_metacloak_diffpure,0.1820,1.0000
emma_metacloak_gn,0.5777,1.0000
emma_metacloak_gn_bf,0.6281,1.0000
emma_metacloak_pdmpure,0.6516,1.0000
emma_mist,0.6658,1.0000
emma_mist_adavoc,0.6245,0.7500
emma_mist_ape,0.5550,1.0000
emma_mist_bf,0.6648,1.0000
emma_mist_bf_gn,0.6507,1.0000
emma_mist_diffpure,0.1694,1.0000
emma_mist_gn,0.6362,1.0000
emma_mist_gn_bf,0.6618,1.0000
emma_mist_pdmpure,0.6550,1.0000
emma_glaze,0.7523,1.0000
emma_glaze_adavoc,0.5423,1.0000
emma_glaze_ape,0.6322,1.0000
emma_glaze_bf,0.7597,1.0000
emma_glaze_bf_gn,0.6917,1.0000
emma_glaze_diffpure,0.1800,1.0000
emma_glaze_gn,0.7097,1.0000
emma_glaze_gn_bf,0.7420,1.0000
emma_glaze_pdmpure,0.6670,1.0000
george,0.6622,0.7500
george_aspl,0.6554,0.7500
george_aspl_adavoc,0.5236,0.7500
george_aspl_ape,0.5754,0.7500
george_aspl_bf,0.6643,0.7500
george_aspl_bf_gn,0.6257,0.7500
george_aspl_diffpure,0.1392,0.5000
george_aspl_gn,0.6543,0.7500
george_aspl_gn_bf,0.6505,0.7500
george_aspl_pdmpure,0.4963,0.7500
george_metacloak,0.6145,0.7500
george_metacloak_adavoc,0.4635,0.7500
george_metacloak_ape,0.4001,0.2500
george_metacloak_bf,0.6512,0.7500
george_metacloak_bf_gn,0.6253,0.7500
george_metacloak_diffpure,0.1420,0.5000
george_metacloak_gn,0.5894,0.7500
george_metacloak_gn_bf,0.6028,0.7500
george_metacloak_pdmpure,0.5271,0.7500
george_mist,0.6260,0.7500
george_mist_adavoc,0.4911,0.7500
george_mist_ape,0.5860,0.7500
george_mist_bf,0.6596,0.7500
george_mist_bf_gn,0.6146,0.7500
george_mist_diffpure,0.1308,0.7500
george_mist_gn,0.6087,0.7500
george_mist_gn_bf,0.6491,0.7500
george_mist_pdmpure,0.5025,0.7500
george_glaze,0.6681,0.7500
george_glaze_adavoc,0.5377,0.7500
george_glaze_ape,0.4898,1.0000
george_glaze_bf,0.6804,0.7500
george_glaze_bf_gn,0.6532,0.7500
george_glaze_diffpure,0.1231,0.5000
george_glaze_gn,0.6769,0.7500
george_glaze_gn_bf,0.6299,1.0000
george_glaze_pdmpure,0.5110,0.7500
jackie,0.7665,0.7500
jackie_aspl,0.7342,0.7500
jackie_aspl_adavoc,0.4446,1.0000
jackie_aspl_ape,0.6879,1.0000
jackie_aspl_bf,0.7375,0.7500
jackie_aspl_bf_gn,0.7109,0.7500
jackie_aspl_diffpure,0.1729,1.0000
jackie_aspl_gn,0.6872,0.7500
jackie_aspl_gn_bf,0.7462,0.7500
jackie_aspl_pdmpure,0.5984,0.7500
jackie_metacloak,0.6816,1.0000
jackie_metacloak_adavoc,0.2744,1.0000
jackie_metacloak_ape,0.4939,0.7500
jackie_metacloak_bf,0.7126,1.0000
jackie_metacloak_bf_gn,0.6831,0.7500
jackie_metacloak_diffpure,0.1609,1.0000
jackie_metacloak_gn,0.6684,0.7500
jackie_metacloak_gn_bf,0.7173,0.7500
jackie_metacloak_pdmpure,0.5726,0.7500
jackie_mist,0.7022,1.0000
jackie_mist_adavoc,0.4116,1.0000
jackie_mist_ape,0.6570,1.0000
jackie_mist_bf,0.7329,0.7500
jackie_mist_bf_gn,0.6961,0.7500
jackie_mist_diffpure,0.1800,1.0000
jackie_mist_gn,0.6805,0.7500
jackie_mist_gn_bf,0.7115,0.7500
jackie_mist_pdmpure,0.5599,0.7500
jackie_glaze,0.7567,0.7500
jackie_glaze_adavoc,0.4654,1.0000
jackie_glaze_ape,0.6924,1.0000
jackie_glaze_bf,0.7521,0.7500
jackie_glaze_bf_gn,0.7239,0.7500
jackie_glaze_diffpure,0.1779,1.0000
jackie_glaze_gn,0.7126,0.7500
jackie_glaze_gn_bf,0.7576,0.7500
jackie_glaze_pdmpure,0.5934,0.7500
james,0.7927,1.0000
james_aspl,0.7761,1.0000
james_aspl_adavoc,0.7343,0.7500
james_aspl_ape,0.7407,1.0000
james_aspl_bf,0.7875,1.0000
james_aspl_bf_gn,0.7816,1.0000
james_aspl_diffpure,0.1040,1.0000
james_aspl_gn,0.7691,1.0000
james_aspl_gn_bf,0.7767,1.0000
james_aspl_pdmpure,0.6608,1.0000
james_metacloak,0.7810,0.7500
james_metacloak_adavoc,0.6745,0.7500
james_metacloak_ape,0.7231,0.7500
james_metacloak_bf,0.7710,1.0000
james_metacloak_bf_gn,0.7572,1.0000
james_metacloak_diffpure,0.0906,1.0000
james_metacloak_gn,0.7399,1.0000
james_metacloak_gn_bf,0.7691,1.0000
james_metacloak_pdmpure,0.6532,1.0000
james_mist,0.7950,1.0000
james_mist_adavoc,0.7119,0.7500
james_mist_ape,0.7099,1.0000
james_mist_bf,0.7637,1.0000
james_mist_bf_gn,0.7795,1.0000
james_mist_diffpure,0.1035,1.0000
james_mist_gn,0.7600,1.0000
james_mist_gn_bf,0.7696,1.0000
james_mist_pdmpure,0.6312,1.0000
james_glaze,0.7905,1.0000
james_glaze_adavoc,0.7277,0.7500
james_glaze_ape,0.7663,1.0000
james_glaze_bf,0.7956,1.0000
james_glaze_bf_gn,0.7977,1.0000
james_glaze_diffpure,0.1208,1.0000
james_glaze_gn,0.7887,1.0000
james_glaze_gn_bf,0.7882,1.0000
james_glaze_pdmpure,0.6534,1.0000
johnny,0.7332,1.0000
johnny_aspl,0.6994,1.0000
johnny_aspl_adavoc,0.5448,1.0000
johnny_aspl_ape,0.6503,1.0000
johnny_aspl_bf,0.7207,1.0000
johnny_aspl_bf_gn,0.6992,1.0000
johnny_aspl_diffpure,0.1714,1.0000
johnny_aspl_gn,0.6858,1.0000
johnny_aspl_gn_bf,0.6998,1.0000
johnny_aspl_pdmpure,0.5931,1.0000
johnny_metacloak,0.6535,1.0000
johnny_metacloak_adavoc,0.4455,1.0000
johnny_metacloak_ape,0.5662,1.0000
johnny_metacloak_bf,0.6646,1.0000
johnny_metacloak_bf_gn,0.6675,1.0000
johnny_metacloak_diffpure,0.1517,1.0000
johnny_metacloak_gn,0.6499,1.0000
johnny_metacloak_gn_bf,0.6737,1.0000
johnny_metacloak_pdmpure,0.5982,1.0000
johnny_mist,0.6456,1.0000
johnny_mist_adavoc,0.4577,1.0000
johnny_mist_ape,0.6194,1.0000
johnny_mist_bf,0.6841,1.0000
johnny_mist_bf_gn,0.6550,1.0000
johnny_mist_diffpure,0.1681,1.0000
johnny_mist_gn,0.6339,1.0000
johnny_mist_gn_bf,0.6528,1.0000
johnny_mist_pdmpure,0.5739,1.0000
johnny_glaze,0.7115,1.0000
johnny_glaze_adavoc,0.5250,1.0000
johnny_glaze_ape,0.6605,1.0000
johnny_glaze_bf,0.7081,1.0000
johnny_glaze_bf_gn,0.6932,1.0000
johnny_glaze_diffpure,0.1573,1.0000
johnny_glaze_gn,0.7042,1.0000
johnny_glaze_gn_bf,0.6998,1.0000
johnny_glaze_pdmpure,0.5847,1.0000
justin,0.6770,1.0000
justin_aspl,0.6723,1.0000
justin_aspl_adavoc,0.4301,1.0000
justin_aspl_ape,0.5261,0.7500
justin_aspl_bf,0.6753,1.0000
justin_aspl_bf_gn,0.5811,1.0000
justin_aspl_diffpure,0.2103,0.7500
justin_aspl_gn,0.6357,1.0000
justin_aspl_gn_bf,0.6613,1.0000
justin_aspl_pdmpure,0.5258,1.0000
justin_metacloak,0.6864,0.7500
justin_metacloak_adavoc,0.5026,0.7500
justin_metacloak_ape,0.4419,0.7500
justin_metacloak_bf,0.6841,0.7500
justin_metacloak_bf_gn,0.6554,0.7500
justin_metacloak_diffpure,0.2030,0.7500
justin_metacloak_gn,0.6386,0.7500
justin_metacloak_gn_bf,0.6901,0.7500
justin_metacloak_pdmpure,0.4819,1.0000
justin_mist,0.6813,0.7500
justin_mist_adavoc,0.5023,0.7500
justin_mist_ape,0.5627,0.7500
justin_mist_bf,0.6346,1.0000
justin_mist_bf_gn,0.6605,0.7500
justin_mist_diffpure,0.2006,0.7500
justin_mist_gn,0.6056,1.0000
justin_mist_gn_bf,0.6012,1.0000
justin_mist_pdmpure,0.5045,1.0000
justin_glaze,0.6910,1.0000
justin_glaze_adavoc,0.4365,1.0000
justin_glaze_ape,0.5080,1.0000
justin_glaze_bf,0.6814,1.0000
justin_glaze_bf_gn,0.6310,1.0000
justin_glaze_diffpure,0.2116,0.7500
justin_glaze_gn,0.5993,1.0000
justin_glaze_gn_bf,0.6567,1.0000
justin_glaze_pdmpure,0.5344,1.0000
kate,0.7218,0.7500
kate_aspl,0.7528,0.7500
kate_aspl_adavoc,0.5427,0.7500
kate_aspl_ape,0.6232,0.7500
kate_aspl_bf,0.7380,0.7500
kate_aspl_bf_gn,0.7057,0.7500
kate_aspl_diffpure,0.1103,0.5000
kate_aspl_gn,0.6794,0.7500
kate_aspl_gn_bf,0.7077,0.7500
kate_aspl_pdmpure,0.5727,0.7500
kate_metacloak,0.6922,0.7500
kate_metacloak_adavoc,0.5090,0.7500
kate_metacloak_ape,0.5723,0.5000
kate_metacloak_bf,0.7062,0.7500
kate_metacloak_bf_gn,0.6995,0.7500
kate_metacloak_diffpure,0.0836,0.5000
kate_metacloak_gn,0.6911,0.7500
kate_metacloak_gn_bf,0.7211,0.7500
kate_metacloak_pdmpure,0.5663,0.7500
kate_mist,0.7357,0.7500
kate_mist_adavoc,0.5093,0.7500
kate_mist_ape,0.6153,0.7500
kate_mist_bf,0.7262,0.7500
kate_mist_bf_gn,0.6998,0.7500
kate_mist_diffpure,0.1182,0.5000
kate_mist_gn,0.6606,0.7500
kate_mist_gn_bf,0.7005,0.7500
kate_mist_pdmpure,0.5695,0.7500
kate_glaze,0.7461,0.7500
kate_glaze_adavoc,0.5570,0.7500
kate_glaze_ape,0.6177,0.7500
kate_glaze_bf,0.7154,0.7500
kate_glaze_bf_gn,0.7083,0.7500
kate_glaze_diffpure,0.1302,0.5000
kate_glaze_gn,0.7478,0.7500
kate_glaze_gn_bf,0.7396,0.7500
kate_glaze_pdmpure,0.5760,0.7500
leonardo,0.8774,1.0000
leonardo_aspl,0.8662,1.0000
leonardo_aspl_adavoc,0.7179,1.0000
leonardo_aspl_ape,0.7873,1.0000
leonardo_aspl_bf,0.8622,1.0000
leonardo_aspl_bf_gn,0.8334,1.0000
leonardo_aspl_diffpure,0.0485,0.2500
leonardo_aspl_gn,0.8347,1.0000
leonardo_aspl_gn_bf,0.8496,1.0000
leonardo_aspl_pdmpure,0.6535,1.0000
leonardo_metacloak,0.7988,1.0000
leonardo_metacloak_adavoc,0.5825,1.0000
leonardo_metacloak_ape,0.6729,1.0000
leonardo_metacloak_bf,0.8116,1.0000
leonardo_metacloak_bf_gn,0.7831,1.0000
leonardo_metacloak_diffpure,0.0959,0.2500
leonardo_metacloak_gn,0.7758,1.0000
leonardo_metacloak_gn_bf,0.7953,1.0000
leonardo_metacloak_pdmpure,0.6618,1.0000
leonardo_mist,0.7859,1.0000
leonardo_mist_adavoc,0.6569,1.0000
leonardo_mist_ape,0.7092,1.0000
leonardo_mist_bf,0.7955,1.0000
leonardo_mist_bf_gn,0.8076,1.0000
leonardo_mist_diffpure,0.0395,0.2500
leonardo_mist_gn,0.7717,1.0000
leonardo_mist_gn_bf,0.7841,1.0000
leonardo_mist_pdmpure,0.6374,1.0000
leonardo_glaze,0.8616,1.0000
leonardo_glaze_adavoc,0.7061,1.0000
leonardo_glaze_ape,0.7852,1.0000
leonardo_glaze_bf,0.8725,1.0000
leonardo_glaze_bf_gn,0.8314,1.0000
leonardo_glaze_diffpure,0.0524,0.2500
leonardo_glaze_gn,0.8429,1.0000
leonardo_glaze_gn_bf,0.8536,1.0000
leonardo_glaze_pdmpure,0.6521,1.0000
lucy,0.7667,1.0000
lucy_aspl,0.7631,1.0000
lucy_aspl_adavoc,0.6582,1.0000
lucy_aspl_ape,0.6056,1.0000
lucy_aspl_bf,0.7652,1.0000
lucy_aspl_bf_gn,0.7216,1.0000
lucy_aspl_diffpure,0.0854,1.0000
lucy_aspl_gn,0.7502,1.0000
lucy_aspl_gn_bf,0.7490,1.0000
lucy_aspl_pdmpure,0.6677,1.0000
lucy_metacloak,0.7157,1.0000
lucy_metacloak_adavoc,0.6070,1.0000
lucy_metacloak_ape,0.5734,1.0000
lucy_metacloak_bf,0.7411,1.0000
lucy_metacloak_bf_gn,0.7029,1.0000
lucy_metacloak_diffpure,0.0942,1.0000
lucy_metacloak_gn,0.7184,1.0000
lucy_metacloak_gn_bf,0.7468,1.0000
lucy_metacloak_pdmpure,0.6637,1.0000
lucy_mist,0.7352,1.0000
lucy_mist_adavoc,0.6267,1.0000
lucy_mist_ape,0.6416,1.0000
lucy_mist_bf,0.7259,1.0000
lucy_mist_bf_gn,0.7125,1.0000
lucy_mist_diffpure,0.0805,1.0000
lucy_mist_gn,0.7360,1.0000
lucy_mist_gn_bf,0.7255,1.0000
lucy_mist_pdmpure,0.6383,1.0000
lucy_glaze,0.7601,1.0000
lucy_glaze_adavoc,0.6487,1.0000
lucy_glaze_ape,0.6112,1.0000
lucy_glaze_bf,0.7631,1.0000
lucy_glaze_bf_gn,0.7432,1.0000
lucy_glaze_diffpure,0.0861,1.0000
lucy_glaze_gn,0.7458,1.0000
lucy_glaze_gn_bf,0.7613,1.0000
lucy_glaze_pdmpure,0.6712,1.0000
morgan,0.7520,1.0000
morgan_aspl,0.7429,1.0000
morgan_aspl_adavoc,0.4193,1.0000
morgan_aspl_ape,0.6486,1.0000
morgan_aspl_bf,0.7526,1.0000
morgan_aspl_bf_gn,0.7477,1.0000
morgan_aspl_diffpure,0.1382,0.5000
morgan_aspl_gn,0.7514,1.0000
morgan_aspl_gn_bf,0.7611,1.0000
morgan_aspl_pdmpure,0.6802,1.0000
morgan_metacloak,0.7469,1.0000
morgan_metacloak_adavoc,0.5343,0.5000
morgan_metacloak_ape,0.4750,0.5000
morgan_metacloak_bf,0.7556,1.0000
morgan_metacloak_bf_gn,0.7206,1.0000
morgan_metacloak_diffpure,0.1408,0.5000
morgan_metacloak_gn,0.6957,1.0000
morgan_metacloak_gn_bf,0.7469,1.0000
morgan_metacloak_pdmpure,0.7091,1.0000
morgan_mist,0.7544,1.0000
morgan_mist_adavoc,0.4321,0.7500
morgan_mist_ape,0.6297,1.0000
morgan_mist_bf,0.7539,1.0000
morgan_mist_bf_gn,0.7525,1.0000
morgan_mist_diffpure,0.1348,0.5000
morgan_mist_gn,0.7174,1.0000
morgan_mist_gn_bf,0.7318,1.0000
morgan_mist_pdmpure,0.6646,1.0000
morgan_glaze,0.7475,1.0000
morgan_glaze_adavoc,0.4231,1.0000
morgan_glaze_ape,0.6788,1.0000
morgan_glaze_bf,0.7419,1.0000
morgan_glaze_bf_gn,0.7573,1.0000
morgan_glaze_diffpure,0.1384,0.5000
morgan_glaze_gn,0.7349,1.0000
morgan_glaze_gn_bf,0.7440,1.0000
morgan_glaze_pdmpure,0.6963,1.0000
oprah,0.7489,1.0000
oprah_aspl,0.7201,1.0000
oprah_aspl_adavoc,0.4935,1.0000
oprah_aspl_ape,0.5756,1.0000
oprah_aspl_bf,0.7384,1.0000
oprah_aspl_bf_gn,0.6988,1.0000
oprah_aspl_diffpure,0.1460,1.0000
oprah_aspl_gn,0.6807,1.0000
oprah_aspl_gn_bf,0.7492,1.0000
oprah_aspl_pdmpure,0.6279,1.0000
oprah_metacloak,0.6291,1.0000
oprah_metacloak_adavoc,0.4901,0.7500
oprah_metacloak_ape,0.3505,1.0000
oprah_metacloak_bf,0.6767,1.0000
oprah_metacloak_bf_gn,0.6021,1.0000
oprah_metacloak_diffpure,0.1349,1.0000
oprah_metacloak_gn,0.5923,1.0000
oprah_metacloak_gn_bf,0.6160,1.0000
oprah_metacloak_pdmpure,0.6089,1.0000
oprah_mist,0.7085,1.0000
oprah_mist_adavoc,0.4110,1.0000
oprah_mist_ape,0.4899,1.0000
oprah_mist_bf,0.7283,1.0000
oprah_mist_bf_gn,0.6293,1.0000
oprah_mist_diffpure,0.1491,0.7500
oprah_mist_gn,0.6059,1.0000
oprah_mist_gn_bf,0.6744,1.0000
oprah_mist_pdmpure,0.6189,1.0000
oprah_glaze,0.7404,1.0000
oprah_glaze_adavoc,0.4935,1.0000
oprah_glaze_ape,0.5928,1.0000
oprah_glaze_bf,0.7461,1.0000
oprah_glaze_bf_gn,0.7179,1.0000
oprah_glaze_diffpure,0.1377,1.0000
oprah_glaze_gn,0.6990,1.0000
oprah_glaze_gn_bf,0.7288,1.0000
oprah_glaze_pdmpure,0.6203,1.0000
rihanna,0.9223,0.5000
rihanna_aspl,0.9235,0.5000
rihanna_aspl_adavoc,0.7072,0.7500
rihanna_aspl_ape,0.7672,0.7500
rihanna_aspl_bf,0.9256,0.5000
rihanna_aspl_bf_gn,0.8553,0.7500
rihanna_aspl_diffpure,0.0057,0.7500
rihanna_aspl_gn,0.7403,0.7500
rihanna_aspl_gn_bf,0.8261,0.7500
rihanna_aspl_pdmpure,0.8149,0.5000
rihanna_metacloak,0.8623,0.5000
rihanna_metacloak_adavoc,0.8622,0.5000
rihanna_metacloak_ape,0.4433,0.5000
rihanna_metacloak_bf,0.8986,0.5000
rihanna_metacloak_bf_gn,0.8154,0.7500
rihanna_metacloak_diffpure,0.0049,0.7500
rihanna_metacloak_gn,0.8714,0.5000
rihanna_metacloak_gn_bf,0.8542,0.5000
rihanna_metacloak_pdmpure,0.8337,0.5000
rihanna_mist,0.7970,0.7500
rihanna_mist_adavoc,0.6047,0.7500
rihanna_mist_ape,0.4585,0.7500
rihanna_mist_bf,0.8429,0.7500
rihanna_mist_bf_gn,0.7714,0.7500
rihanna_mist_diffpure,0.0138,0.7500
rihanna_mist_gn,0.7064,0.7500
rihanna_mist_gn_bf,0.8305,0.7500
rihanna_mist_pdmpure,0.8078,0.5000
rihanna_glaze,0.9233,0.5000
rihanna_glaze_adavoc,0.7045,0.7500
rihanna_glaze_ape,0.7392,0.5000
rihanna_glaze_bf,0.8919,0.5000
rihanna_glaze_bf_gn,0.8418,0.7500
rihanna_glaze_diffpure,-0.0097,0.7500
rihanna_glaze_gn,0.8102,0.7500
rihanna_glaze_gn_bf,0.8485,0.5000
rihanna_glaze_pdmpure,0.8241,0.5000
shah,0.6870,1.0000
shah_aspl,0.6761,1.0000
shah_aspl_adavoc,0.5799,1.0000
shah_aspl_ape,0.5674,1.0000
shah_aspl_bf,0.6958,1.0000
shah_aspl_bf_gn,0.6420,1.0000
shah_aspl_diffpure,0.1287,0.7500
shah_aspl_gn,0.6823,1.0000
shah_aspl_gn_bf,0.6827,1.0000
shah_aspl_pdmpure,0.4931,1.0000
shah_metacloak,0.6798,1.0000
shah_metacloak_adavoc,0.4049,1.0000
shah_metacloak_ape,0.5089,1.0000
shah_metacloak_bf,0.6733,1.0000
shah_metacloak_bf_gn,0.6396,1.0000
